FirstPurchaseDate,Frequency,Monetary,Tenure,Variety,PurchaseVelocity,AvgTicketSize,Recency,Churn,Churn_Probability
2010-03-04 18:23:00,3,2179.42,281,91,0.010638297872340425,726.4733333333334,45,0,0.27565386052903595
2010-02-04 12:08:00,2,763.0500000000001,309,31,0.0064516129032258064,381.52500000000003,260,1,0.6531375221124445
2010-04-30 14:01:00,3,2246.29,224,47,0.013333333333333334,748.7633333333333,57,0,0.2273993516414378
2010-10-18 08:42:00,2,503.15,53,11,0.037037037037037035,251.575,25,0,0.00980875032822838
2010-04-29 15:34:00,2,1798.2,225,75,0.008849557522123894,899.1,17,0,0.3658218242987167
2010-05-26 14:07:00,1,1407.7,198,82,0.005025125628140704,1407.7,198,1,0.9840800327564576
2010-06-23 12:49:00,2,767.98,170,37,0.011695906432748537,383.99,58,0,0.4867458676425759
2010-02-15 12:05:00,7,6951.49,298,119,0.023411371237458192,993.0699999999999,101,1,0.06020684205857639
2010-11-25 15:14:00,1,1938.4,15,65,0.0625,1938.4,15,0,0.011916999803948176
2010-12-08 09:53:00,1,258.90000000000003,2,8,0.3333333333333333,258.90000000000003,2,0,0.005717617328515234
2010-10-20 16:27:00,1,143.94,51,9,0.019230769230769232,143.94,51,0,0.009851997575475295
2010-05-06 12:54:00,2,1120.45,218,36,0.0091324200913242,560.225,81,0,0.48956674233089725
2010-02-22 10:15:00,3,1433.33,291,41,0.010273972602739725,477.77666666666664,38,0,0.39979357016447953
2010-02-15 10:12:00,5,2312.53,298,159,0.016722408026755852,462.50600000000003,100,1,0.10130581956601067
2010-04-27 14:04:00,1,234.75000000000003,227,7,0.0043859649122807015,234.75000000000003,227,1,0.9872532739650381
2010-10-07 13:49:00,2,816.85,64,38,0.03076923076923077,408.425,18,0,0.010704898374776431
2010-04-16 10:16:00,4,2048.64,238,83,0.016736401673640166,512.16,7,0,0.12226950855359998
2010-02-03 13:22:00,1,931.4300000000001,310,65,0.003215434083601286,931.4300000000001,310,1,0.986449351255931
2010-03-05 08:45:00,3,853.65,280,40,0.010676156583629894,284.55,21,0,0.3892610689894241
2010-10-21 13:45:00,1,205.25,50,11,0.0196078431372549,205.25,50,0,0.010037172289799376
2010-02-07 12:41:00,5,1031.3,306,40,0.016286644951140065,206.26,28,0,0.1429849115165555
2010-07-06 11:39:00,1,591.6600000000001,157,4,0.006329113924050633,591.6600000000001,157,1,0.976621455769051
2010-01-26 16:25:00,1,63.24,318,1,0.003134796238244514,63.24,318,1,0.9871437051059576
2010-01-11 14:04:00,3,2975.06,333,44,0.008982035928143712,991.6866666666666,35,0,0.4191605547977463
2010-07-29 13:27:00,3,1452.22,134,41,0.022222222222222223,484.0733333333333,21,0,0.10104007420904741
2010-05-23 15:21:00,4,12346.62,201,125,0.019801980198019802,3086.655,56,0,0.3899649895447346
2010-07-25 13:26:00,1,320.38,138,14,0.007194244604316547,320.38,138,1,0.9674458495377521
2010-10-26 09:25:00,1,346.9,45,22,0.021739130434782608,346.9,45,0,0.00841294659173544
2010-06-18 13:22:00,3,1370.05,175,50,0.017045454545454544,456.68333333333334,38,0,0.13117211513887475
2010-11-02 13:26:00,1,241.35,38,13,0.02564102564102564,241.35,38,0,0.0076973344715644265
2010-09-02 12:22:00,3,390.0,99,9,0.03,130.0,99,1,0.1981771987035645
2010-06-30 08:30:00,7,19543.84,163,169,0.042682926829268296,2791.977142857143,11,0,0.063806188169972
2010-02-21 10:19:00,1,202.56,292,11,0.0034129692832764505,202.56,292,1,0.9885373991471836
2009-12-06 10:30:00,11,3167.81,369,144,0.02972972972972973,287.9827272727273,46,0,0.03716530707075586
2010-03-19 14:47:00,3,1352.62,266,61,0.011235955056179775,450.8733333333333,49,0,0.17319435652552992
2010-10-22 10:40:00,2,503.01,49,23,0.04,251.505,21,0,0.007158523330674892
2010-07-22 13:57:00,2,291.56,141,18,0.014084507042253521,145.78,51,0,0.27567532935620953
2009-12-18 12:44:00,14,4428.24,357,109,0.03910614525139665,316.30285714285714,30,0,0.0383030513159424
2010-08-31 09:31:00,2,763.08,101,38,0.0196078431372549,381.54,23,0,0.18089771932290305
2010-06-09 15:15:00,2,1579.07,184,59,0.010810810810810811,789.535,58,0,0.31295604266110133
2010-09-17 14:10:00,1,964.21,84,55,0.011764705882352941,964.21,84,0,0.017015815090077976
2010-02-15 08:41:00,1,762.48,298,47,0.0033444816053511705,762.48,298,1,0.985746425302179
2010-12-03 10:44:00,1,303.5,7,10,0.125,303.5,7,0,0.005915775659439742
2010-06-11 13:28:00,5,3735.51,182,70,0.0273224043715847,747.1020000000001,1,0,0.06060709449395254
2010-01-15 09:04:00,13,4370.52,329,131,0.03939393939393939,336.1938461538462,9,0,0.031170944729382432
2010-08-20 09:23:00,5,7205.39,112,163,0.04424778761061947,1441.078,2,0,0.07328122701525716
2010-11-23 13:38:00,1,297.29,17,20,0.05555555555555555,297.29,17,0,0.005865733185444811
2009-12-02 13:58:00,4,6096.04,373,68,0.0106951871657754,1524.01,32,0,0.2428977026450311
2009-12-02 16:24:00,21,7731.99,373,216,0.05614973262032086,368.19,31,0,0.021037823171841347
2009-12-14 08:40:00,2,1158.18,361,69,0.0055248618784530384,579.09,318,1,0.6288387313906709
2009-12-22 12:03:00,2,859.2,353,21,0.005649717514124294,429.6,98,1,0.6787000240173139
2010-12-08 10:45:00,1,173.55,2,11,0.3333333333333333,173.55,2,0,0.005823760359181237
2009-12-07 15:42:00,1,485.31,368,21,0.0027100271002710027,485.31,368,1,0.987470278915737
2010-10-15 12:28:00,1,301.58000000000004,56,20,0.017543859649122806,301.58000000000004,56,0,0.01046790451590084
2010-09-27 09:37:00,2,768.6,74,10,0.02666666666666667,384.3,46,0,0.011743490603059556
2010-08-22 13:11:00,3,490.32,110,25,0.02702702702702703,163.44,35,0,0.09864543423439318
2010-06-28 12:58:00,3,3634.36,165,147,0.018072289156626505,1211.4533333333334,99,1,0.4025104609645696
2010-10-14 17:33:00,4,13151.44,57,9,0.06896551724137931,3287.86,31,0,0.016854357889747304
2009-12-18 12:33:00,4,3413.09,357,121,0.0111731843575419,853.2725,81,0,0.13989055181401985
2010-09-30 17:59:00,1,632.6800000000001,71,22,0.013888888888888888,632.6800000000001,71,0,0.01100909450169905
2010-08-09 10:33:00,2,830.09,123,44,0.016129032258064516,415.045,63,0,0.15945910778748965
2010-04-13 14:53:00,1,454.36,241,23,0.004132231404958678,454.36,241,1,0.9879837552104668
2010-09-09 13:51:00,1,326.65,92,18,0.010752688172043012,326.65,92,1,0.9117745261786
2010-01-26 16:26:00,1,56.73,318,1,0.003134796238244514,56.73,318,1,0.9871437051059576
2010-10-12 15:41:00,1,132.8,59,9,0.016666666666666666,132.8,59,0,0.01150737349484248
2010-01-26 10:09:00,3,2941.2,318,102,0.009404388714733543,980.4,162,1,0.39228462555608484
2010-06-21 10:30:00,2,3070.54,172,76,0.011560693641618497,1535.27,158,1,0.5848057092132936
2010-01-19 11:01:00,1,211.95,325,23,0.003067484662576687,211.95,325,1,0.9879964276303135
2009-12-07 10:41:00,49,20139.74,368,159,0.13279132791327913,411.0151020408164,10,0,0.026289681990629157
2009-12-14 10:49:00,13,11308.48,361,312,0.03591160220994475,869.8830769230769,5,0,0.03658272751189185
2010-02-11 09:41:00,13,5048.66,302,197,0.0429042904290429,388.35846153846154,14,0,0.027281886008510645
2010-10-26 08:49:00,1,426.26,45,25,0.021739130434782608,426.26,45,0,0.00841294659173544
2010-07-26 09:04:00,12,7298.99,137,225,0.08695652173913043,608.2491666666666,32,0,0.034929732664934494
2010-03-26 14:01:00,3,7056.63,259,209,0.011538461538461539,2352.21,35,0,0.23065348526431015
2010-07-20 13:21:00,3,2183.2200000000003,143,79,0.020833333333333332,727.7400000000001,35,0,0.12603712672557402
2010-04-11 13:10:00,6,6765.07,243,139,0.02459016393442623,1127.5116666666665,1,0,0.08352986343136168
2010-02-24 10:24:00,29,23691.4,289,42,0.1,816.944827586207,212,1,0.04267189312657993
2010-01-31 13:28:00,11,2635.6,313,35,0.03503184713375796,239.6,14,0,0.07521456453234858
2010-01-27 16:41:00,6,1828.43,317,110,0.018867924528301886,304.73833333333334,119,1,0.1299314786781947
2010-06-28 15:22:00,1,708.1,165,34,0.006024096385542169,708.1,165,1,0.976228496097003
2010-10-04 12:14:00,1,1037.28,67,49,0.014705882352941176,1037.28,67,0,0.025839004605817853
2009-12-09 11:36:00,1,285.3,366,2,0.0027247956403269754,285.3,366,1,0.986877147393945
2009-12-01 12:52:00,11,4405.71,374,117,0.029333333333333333,400.5190909090909,14,0,0.041350964074535444
2010-11-01 14:58:00,1,452.0,39,22,0.025,452.0,39,0,0.007892383912231118
2010-05-12 13:52:00,3,626.77,212,28,0.014084507042253521,208.92333333333332,1,0,0.1977176162327295
2010-03-09 10:53:00,1,357.4,276,17,0.0036101083032490976,357.4,276,1,0.9883801401267637
2010-03-29 13:57:00,2,54.09,256,10,0.007782101167315175,27.045,256,1,0.7327942302836978
2010-03-05 09:39:00,2,5205.400000000001,280,30,0.0071174377224199285,2602.7000000000003,36,0,0.6426774893383831
2010-05-28 15:12:00,1,393.72,196,27,0.005076142131979695,393.72,196,1,0.9887187163375091
2010-02-04 15:05:00,8,1697.39,309,61,0.025806451612903226,212.17375,71,0,0.07064983328856478
2010-05-04 13:59:00,1,1126.0,220,2,0.004524886877828055,1126.0,220,1,0.9889180526377812
2010-04-22 10:24:00,2,297.0,232,8,0.008583690987124463,148.5,53,0,0.5682727649920961
2010-10-27 09:18:00,1,955.2,44,42,0.022222222222222223,955.2,44,0,0.013014992868763226
2010-05-04 09:23:00,1,539.25,220,28,0.004524886877828055,539.25,220,1,0.9881452376030577
2009-12-04 13:47:00,7,4195.45,371,85,0.01881720430107527,599.35,95,1,0.08718399173876898
2010-10-07 10:39:00,1,3084.02,64,190,0.015384615384615385,3084.02,64,0,0.026804628771619356
2010-03-08 12:18:00,1,580.08,277,33,0.0035971223021582736,580.08,277,1,0.9881060980234386
2010-04-19 14:14:00,2,1336.56,235,38,0.00847457627118644,668.28,66,0,0.39616297114697174
2010-08-20 08:21:00,1,385.70000000000005,112,22,0.008849557522123894,385.70000000000005,112,1,0.9614927198322
2009-12-07 13:46:00,12,2582.38,368,105,0.032520325203252036,215.19833333333335,10,0,0.041639445721731165
2010-02-08 14:41:00,9,6640.39,305,65,0.029411764705882353,737.8211111111111,24,0,0.05131560127329147
2010-03-02 14:01:00,3,973.73,283,56,0.01056338028169014,324.57666666666665,134,1,0.2778763851499185
2010-06-28 15:37:00,2,386.8,165,13,0.012048192771084338,193.4,130,1,0.5887245828605706
2010-06-29 13:10:00,1,316.48,164,21,0.006060606060606061,316.48,164,1,0.9756224811980516
2010-03-07 14:37:00,5,2096.98,278,66,0.017921146953405017,419.396,51,0,0.1283189683120706
2010-01-22 14:17:00,1,1807.98,322,110,0.0030959752321981426,1807.98,322,1,0.9862814459861956
2009-12-01 11:50:00,2,1367.89,374,63,0.005333333333333333,683.945,263,1,0.7638100371139724
2010-10-27 08:36:00,1,732.94,44,43,0.022222222222222223,732.94,44,0,0.00868866803051507
2010-11-26 13:02:00,1,276.5,14,13,0.06666666666666667,276.5,14,0,0.005915775659439742
2009-12-23 13:00:00,3,5646.400000000001,352,127,0.0084985835694051,1882.1333333333334,86,0,0.3385803353727002
2009-12-07 16:56:00,16,8854.25,368,171,0.04336043360433604,553.390625,14,0,0.027665844559546696
2010-03-09 16:26:00,2,481.88,276,39,0.007220216606498195,240.94,120,1,0.5489765676084073
2010-09-17 15:51:00,1,980.25,84,43,0.011764705882352941,980.25,84,0,0.02459562686422805
2010-07-27 13:55:00,1,175.78,136,13,0.0072992700729927005,175.78,136,1,0.9737356997592772
2010-01-11 12:29:00,6,1575.68,333,38,0.017964071856287425,262.61333333333334,211,1,0.1778607670296576
2010-10-12 13:35:00,2,916.47,59,39,0.03333333333333333,458.235,21,0,0.010187707492087033
2010-09-17 12:29:00,1,468.5,84,26,0.011764705882352941,468.5,84,0,0.021423952743543567
2010-01-26 16:26:00,1,129.23,318,1,0.003134796238244514,129.23,318,1,0.9889471572969577
2009-12-17 10:39:00,4,6725.18,358,15,0.011142061281337047,1681.295,7,0,0.5444038450152779
2010-09-30 13:13:00,2,1185.18,71,33,0.027777777777777776,592.59,21,0,0.010901804692186294
2010-10-27 09:52:00,1,249.24,44,13,0.022222222222222223,249.24,44,0,0.007441267781322814
2010-02-11 10:30:00,7,4308.58,302,146,0.0231023102310231,615.5114285714286,3,0,0.040802244033531346
2010-03-05 09:15:00,1,70.0,280,5,0.0035587188612099642,70.0,280,1,0.98626651145529
2010-01-26 17:28:00,1,77.52,318,1,0.003134796238244514,77.52,318,1,0.9871437051059576
2010-08-31 17:25:00,4,556.87,101,83,0.0392156862745098,139.2175,17,0,0.03939247799641952
2010-07-01 09:15:00,2,622.82,162,34,0.012269938650306749,311.41,93,1,0.46079293398444987
2010-07-01 13:46:00,3,826.89,162,51,0.018404907975460124,275.63,28,0,0.16348199999945665
2009-12-03 19:31:00,5,995.9499999999999,372,144,0.013404825737265416,199.19,17,0,0.11947279789569976
2010-09-22 11:19:00,2,1847.94,79,53,0.025,923.97,21,0,0.014855824311471404
2010-05-12 11:45:00,1,637.2,212,34,0.004694835680751174,637.2,212,1,0.9865043511234339
2010-05-11 09:55:00,2,1469.04,213,79,0.009345794392523364,734.52,58,0,0.34076921687349265
2009-12-06 11:57:00,13,7166.06,369,87,0.03513513513513514,551.2353846153846,9,0,0.0469145818139489
2009-12-16 13:15:00,3,1865.73,359,76,0.008333333333333333,621.91,10,0,0.44687173362775506
2010-04-21 12:22:00,3,743.88,233,27,0.01282051282051282,247.96,35,0,0.279349200386269
2010-01-19 12:26:00,6,4048.98,325,100,0.018404907975460124,674.83,57,0,0.07944817992207545
2010-10-27 10:42:00,2,899.3,44,38,0.044444444444444446,449.65,26,0,0.007796957645910229
2010-07-08 14:06:00,3,2145.06,155,32,0.019230769230769232,715.02,155,1,0.2025861561558686
2010-03-03 13:51:00,5,1751.89,282,60,0.0176678445229682,350.37800000000004,14,0,0.11406430108307106
2010-07-23 09:10:00,1,299.02,140,19,0.0070921985815602835,299.02,140,1,0.9687831425952161
2010-03-01 09:58:00,3,1511.01,284,69,0.010526315789473684,503.67,99,1,0.32256711486499895
2010-05-11 10:42:00,6,1264.14,213,37,0.028037383177570093,210.69000000000003,17,0,0.08985170492105746
2009-12-07 13:37:00,12,2444.88,368,32,0.032520325203252036,203.74,7,0,0.056609350545825846
2010-10-31 10:57:00,1,104.2,40,6,0.024390243902439025,104.2,40,0,0.009620454199459677
2010-09-07 14:21:00,4,1232.95,94,63,0.042105263157894736,308.2375,12,0,0.028308055926835832
2010-01-26 16:23:00,1,21.0,318,1,0.003134796238244514,21.0,318,1,0.9871437051059576
2010-10-31 10:49:00,1,415.79,40,16,0.024390243902439025,415.79,40,0,0.008152465247978257
2009-12-20 13:30:00,6,2309.01,355,84,0.016853932584269662,384.83500000000004,10,0,0.11773656058363638
2009-12-14 13:10:00,5,3490.69,361,132,0.013812154696132596,698.138,24,0,0.08199252495357254
2010-03-18 14:09:00,4,3449.79,267,147,0.014925373134328358,862.4475,49,0,0.06947853275856919
2010-11-16 11:38:00,1,417.8,24,22,0.04,417.8,24,0,0.005865733185444811
2010-05-28 12:52:00,1,140.14,196,10,0.005076142131979695,140.14,196,1,0.9878800317911105
2010-02-09 12:01:00,16,11086.14,304,163,0.05245901639344262,692.88375,1,0,0.026682896420978954
2010-01-12 11:45:00,6,3442.7400000000002,332,109,0.018018018018018018,573.7900000000001,52,0,0.11840391514764588
2010-04-22 11:33:00,2,2481.06,232,85,0.008583690987124463,1240.53,145,1,0.5725854369217184
2010-10-12 16:40:00,2,1558.22,59,40,0.03333333333333333,779.11,21,0,0.011058801847589074
2010-01-15 14:50:00,5,2841.07,329,105,0.015151515151515152,568.214,92,1,0.12895814843309794
2010-05-24 09:07:00,2,804.88,200,32,0.009950248756218905,402.44,156,1,0.52317361090747
2010-07-02 11:44:00,3,3514.18,161,182,0.018518518518518517,1171.3933333333332,18,0,0.32426899791193137
2010-06-09 15:41:00,2,490.0,184,20,0.010810810810810811,245.0,171,1,0.5707934875048372
2010-09-09 10:50:00,2,1241.23,92,77,0.021505376344086023,620.615,28,0,0.05342550286687168
2009-12-01 09:55:00,1,141.0,374,1,0.0026666666666666666,141.0,374,1,0.9892120738250332
2010-06-14 13:36:00,4,2318.41,179,162,0.022222222222222223,579.6025,14,0,0.06210558909143297
2010-03-10 10:30:00,1,249.8,275,9,0.0036231884057971015,249.8,275,1,0.9878215362604358
2010-03-22 09:05:00,2,826.27,263,39,0.007575757575757576,413.135,70,0,0.49654622262798037
2010-04-07 14:16:00,6,5005.78,247,14,0.024193548387096774,834.2966666666666,21,0,0.08466416860319803
2010-01-14 13:02:00,3,1440.58,330,76,0.00906344410876133,480.1933333333333,66,0,0.4944812355764051
2010-02-09 10:49:00,4,1764.12,304,72,0.013114754098360656,441.03,45,0,0.18248624768863791
2010-01-13 15:06:00,27,14201.53,331,218,0.08132530120481928,525.9825925925926,3,0,0.028096346259322162
2010-01-07 18:38:00,3,793.95,337,32,0.008875739644970414,264.65000000000003,73,0,0.5261231311089067
2010-01-12 17:24:00,5,1671.14,332,75,0.015015015015015015,334.228,18,0,0.16528939327989878
2010-08-31 15:21:00,3,263.75,101,21,0.029411764705882353,87.91666666666667,14,0,0.3085933920096863
2010-10-01 15:16:00,1,97.05000000000001,70,3,0.014084507042253521,97.05000000000001,70,0,0.015037432426863291
2010-07-01 09:56:00,1,1950.98,162,43,0.006134969325153374,1950.98,162,1,0.9845907389060474
2010-10-12 09:17:00,1,261.35,59,16,0.016666666666666666,261.35,59,0,0.010100592482227987
2010-05-26 09:00:00,3,2356.66,198,108,0.01507537688442211,785.5533333333333,61,0,0.1481249201576184
2010-09-29 16:46:00,1,162.0,72,11,0.0136986301369863,162.0,72,0,0.011056421985055243
2010-04-01 09:50:00,10,3138.2400000000002,253,94,0.03937007874015748,313.824,9,0,0.03335683063889218
2010-02-09 14:28:00,2,239.4,304,9,0.006557377049180328,119.7,260,1,0.7193737592784865
2009-12-13 10:28:00,2,1188.16,362,4,0.005509641873278237,594.08,150,1,0.685308382915408
2010-02-08 15:11:00,2,250.6,305,13,0.006535947712418301,125.3,53,0,0.6931287379836157
2010-11-10 16:40:00,1,1248.42,30,31,0.03225806451612903,1248.42,30,0,0.01322224219186537
2010-01-31 15:45:00,6,7637.53,313,233,0.01910828025477707,1272.9216666666666,14,0,0.1392966003626018
2010-02-11 10:13:00,2,764.24,302,21,0.006600660066006601,382.12,21,0,0.696052601497159
2010-04-12 16:30:00,1,2622.481,242,45,0.00411522633744856,2622.481,242,1,0.9929630011788343
2010-04-23 09:57:00,1,211.15,231,12,0.004310344827586207,211.15,231,1,0.9872532739650381
2010-11-03 10:46:00,1,619.5,37,32,0.02631578947368421,619.5,37,0,0.00865171511610526
2010-05-10 16:44:00,2,958.5,214,111,0.009302325581395349,479.25,189,1,0.3348604253625792
2010-08-13 13:29:00,5,1511.7,119,47,0.041666666666666664,302.34000000000003,44,0,0.06617476025636418
2010-02-11 13:55:00,2,395.1,302,13,0.006600660066006601,197.55,191,1,0.7217714744835175
2010-01-07 16:46:00,9,16652.72,337,140,0.026627218934911243,1850.3022222222223,11,0,0.04882681197573237
2009-12-13 13:31:00,24,17080.74,362,341,0.06611570247933884,711.6975000000001,3,0,0.022090707069492996
2009-12-01 09:28:00,23,11745.69,374,210,0.06133333333333333,510.6821739130435,1,0,0.02333492968696079
2009-12-13 15:01:00,8,4220.21,362,143,0.02203856749311295,527.52625,1,0,0.04403192112288645
2010-12-03 09:51:00,1,89.14,7,7,0.125,89.14,7,0,0.009568237067766027
2010-08-16 12:10:00,2,2138.91,116,126,0.017094017094017096,1069.455,116,1,0.2829263399167342
2010-10-15 12:00:00,1,134.6,56,7,0.017543859649122806,134.6,56,0,0.010811485848624541
2010-03-12 14:02:00,1,110.95,273,13,0.0036496350364963502,110.95,273,1,0.9886501139082454
2010-07-05 13:56:00,3,847.11,158,35,0.018867924528301886,282.37,32,0,0.18475758971654727
2010-10-14 19:39:00,1,973.68,57,46,0.017241379310344827,973.68,57,0,0.021114914305855447
2010-02-12 13:22:00,3,825.02,301,28,0.009933774834437087,275.00666666666666,164,1,0.5420007704060161
2010-07-19 10:02:00,2,851.91,144,43,0.013793103448275862,425.955,70,0,0.19121160965400102
2010-04-28 15:51:00,1,339.75,226,16,0.004405286343612335,339.75,226,1,0.9878376220613438
2010-10-18 12:07:00,1,638.11,53,41,0.018518518518518517,638.11,53,0,0.010868192782540979
2010-03-16 13:23:00,4,1648.7,269,80,0.014814814814814815,412.175,165,1,0.11462683382887187
2010-01-24 12:05:00,3,722.98,320,44,0.009345794392523364,240.99333333333334,269,1,0.42611957727776173
2010-06-24 09:51:00,5,4893.81,169,196,0.029411764705882353,978.7620000000001,19,0,0.1069264518338794
2009-12-18 10:25:00,9,2601.19,357,80,0.025139664804469275,289.0211111111111,4,0,0.04901027598877272
2009-12-09 13:49:00,20,21356.82,366,152,0.05449591280653951,1067.841,2,0,0.030318475176926665
2010-02-01 11:30:00,2,1339.05,312,56,0.006389776357827476,669.525,247,1,0.5204984330413936
2009-12-09 10:46:00,10,2797.53,366,99,0.027247956403269755,279.75300000000004,1,0,0.04630669164551653
2009-12-04 10:00:00,7,9384.85,371,324,0.01881720430107527,1340.6928571428573,24,0,0.12877543403108824
2010-04-28 14:34:00,1,277.93,226,16,0.004405286343612335,277.93,226,1,0.9878376220613438
2010-07-21 09:46:00,6,2478.94,142,129,0.04195804195804196,413.1566666666667,5,0,0.03338699380204741
2010-08-25 11:07:00,2,1356.95,107,73,0.018518518518518517,678.475,21,0,0.11219844506753805
2010-06-22 14:00:00,3,1286.11,171,66,0.01744186046511628,428.7033333333333,19,0,0.12312059520342744
2010-05-04 13:59:00,4,2266.76,220,92,0.01809954751131222,566.69,7,0,0.1223078639993323
2010-03-25 16:25:00,4,1405.5,260,30,0.01532567049808429,351.375,23,0,0.16074086207389193
2010-02-23 09:54:00,3,1698.8300000000002,290,44,0.010309278350515464,566.2766666666668,78,0,0.4112954197006812
2010-11-21 11:34:00,1,233.84,19,15,0.05,233.84,19,0,0.005717617328515234
2010-07-06 12:19:00,1,829.25,157,47,0.006329113924050633,829.25,157,1,0.970374149566691
2010-03-02 09:23:00,5,6879.8,283,72,0.017605633802816902,1375.96,78,0,0.35184848725693085
2010-01-19 13:23:00,3,2040.92,325,106,0.009202453987730062,680.3066666666667,25,0,0.42025071292290367
2010-11-12 13:26:00,2,529.25,28,13,0.06896551724137931,264.625,10,0,0.006814297528933252
2010-07-29 12:27:00,2,3710.5,134,2,0.014814814814814815,1855.25,134,1,0.5908662446715508
2010-12-02 18:27:00,1,155.35,8,11,0.1111111111111111,155.35,8,0,0.005823760359181237
2010-11-10 14:27:00,2,1713.69,30,51,0.06451612903225806,856.845,21,0,0.008936215471914246
2010-06-24 16:24:00,2,406.07,169,16,0.011764705882352941,203.035,165,1,0.5807963807421846
2010-03-24 12:43:00,1,1201.52,261,67,0.003816793893129771,1201.52,261,1,0.9909344495416548
2010-04-27 16:19:00,4,4037.77,227,110,0.017543859649122806,1009.4425,95,1,0.34204264635117565
2010-01-26 16:22:00,3,925.41,318,21,0.009404388714733543,308.46999999999997,122,1,0.5918547032067898
2010-06-17 10:41:00,1,254.55,176,17,0.005649717514124294,254.55,176,1,0.9696107774000342
2009-12-07 13:23:00,16,5080.53,368,67,0.04336043360433604,317.533125,5,0,0.036205726940505244
2009-12-04 17:31:00,144,22879.66,371,1342,0.3870967741935484,158.8865277777778,1,0,0.02599943359839009
2010-07-06 15:05:00,4,2806.48,157,121,0.02531645569620253,701.62,35,0,0.04934015918519384
2010-09-21 12:49:00,1,268.27,80,61,0.012345679012345678,268.27,80,0,0.014107830706922621
2010-01-15 11:57:00,10,5218.71,329,31,0.030303030303030304,521.871,1,0,0.08331308884203809
2009-12-01 14:40:00,5,7111.650000000001,374,146,0.013333333333333334,1422.3300000000002,95,1,0.35743638843945014
2009-12-04 10:47:00,5,3489.3,371,151,0.013440860215053764,697.86,22,0,0.08469509564095153
2010-09-10 08:50:00,1,347.8,91,21,0.010869565217391304,347.8,91,1,0.8812993344366096
2010-09-01 10:47:00,2,782.95,100,27,0.019801980198019802,391.475,93,1,0.1829054557741542
2010-12-05 15:46:00,1,320.08,5,16,0.16666666666666666,320.08,5,0,0.005915775659439742
2010-03-08 09:43:00,6,1404.58,277,49,0.02158273381294964,234.09666666666666,108,1,0.16271173891303614
2010-10-28 09:29:00,3,3078.65,43,132,0.06818181818181818,1026.2166666666667,2,0,0.01379208157117095
2010-11-29 09:38:00,1,949.82,11,43,0.08333333333333333,949.82,11,0,0.008009009840753072
2010-09-15 12:08:00,1,168.69,86,10,0.011494252873563218,168.69,86,0,0.02128352108485734
2010-09-09 11:43:00,1,1895.0,92,16,0.010752688172043012,1895.0,92,1,0.9405867462989241
2010-08-11 11:51:00,1,282.3,121,15,0.00819672131147541,282.3,121,1,0.9598560552007526
2010-05-24 17:30:00,1,124.25,200,6,0.004975124378109453,124.25,200,1,0.9877932426199174
2010-06-22 10:38:00,1,98.7,171,6,0.005813953488372093,98.7,171,1,0.9750489169069758
2010-10-26 14:24:00,2,300.08000000000004,45,13,0.043478260869565216,150.04000000000002,24,0,0.0073533332887014535
2010-02-10 12:11:00,1,55.5,303,4,0.003289473684210526,55.5,303,1,0.9871068766776567
2010-09-08 11:35:00,1,519.45,93,26,0.010638297872340425,519.45,93,1,0.9081416429112048
